,code,trade_dt,close
33989,CI005002,2011-10-28,2912.2202
33990,CI005003,2011-10-28,5087.9126
33991,CI005004,2011-10-28,1690.2546
33992,CI005005,2011-10-28,1633.1503
33993,CI005006,2011-10-28,3156.2004
33994,CI005007,2011-10-28,2269.1604
33995,CI005008,2011-10-28,4411.1694
33996,CI005009,2011-10-28,1927.7483
33997,CI005010,2011-10-28,4190.0635
33998,CI005011,2011-10-28,3672.9973
33999,CI005012,2011-10-28,4169.4731
34000,CI005013,2011-10-28,3457.1226
34001,CI005014,2011-10-28,4033.5935
34002,CI005015,2011-10-28,2718.7881
34003,CI005016,2011-10-28,3498.0591
34004,CI005017,2011-10-28,2706.2961
34005,CI005018,2011-10-28,4413.0967
34006,CI005019,2011-10-28,6960.7412
34007,CI005020,2011-10-28,3188.9155
34008,CI005021,2011-10-28,3173.4458
34009,CI005022,2011-10-28,4460.5649
34010,CI005023,2011-10-28,3193.1472
34011,CI005024,2011-10-28,1363.0327
34012,CI005025,2011-10-28,2296.1597
34013,CI005026,2011-10-28,2019.7328
34014,CI005027,2011-10-28,1940.5592
34015,CI005028,2011-10-28,2018.8907
34016,CI005029,2011-10-28,2359.8242
34017,CI005001,2011-10-31,2024.3599
34018,CI005002,2011-10-31,2895.0518
34019,CI005003,2011-10-31,5065.2959
34020,CI005004,2011-10-31,1707.6323
34021,CI005005,2011-10-31,1620.7579
34022,CI005006,2011-10-31,3160.7803
34023,CI005007,2011-10-31,2266.5432
34024,CI005008,2011-10-31,4414.7397
34025,CI005009,2011-10-31,1943.3774
34026,CI005010,2011-10-31,4203.4883
34027,CI005011,2011-10-31,3707.1936
34028,CI005012,2011-10-31,4226.376
34029,CI005013,2011-10-31,3463.1997
34030,CI005014,2011-10-31,4014.3235
34031,CI005015,2011-10-31,2734.1077
34032,CI005016,2011-10-31,3482.9927
34033,CI005017,2011-10-31,2727.4087
34034,CI005018,2011-10-31,4429.4771
34035,CI005019,2011-10-31,6945.7124
34036,CI005020,2011-10-31,3239.1138
34037,CI005021,2011-10-31,3136.8213
34038,CI005022,2011-10-31,4428.2012
34039,CI005023,2011-10-31,3200.7168
34040,CI005024,2011-10-31,1357.5935
34041,CI005025,2011-10-31,2316.1921
34042,CI005026,2011-10-31,2035.7144
34043,CI005027,2011-10-31,1974.6619
34044,CI005028,2011-10-31,2074.0669
34045,CI005029,2011-10-31,2381.4167
34046,CI005001,2011-11-01,2030.588
34047,CI005002,2011-11-01,2876.189
34048,CI005003,2011-11-01,5027.6636
34049,CI005004,2011-11-01,1704.1183
34050,CI005005,2011-11-01,1612.5007
34051,CI005006,2011-11-01,3162.2102
34052,CI005007,2011-11-01,2268.2957
34053,CI005008,2011-11-01,4409.2378
34054,CI005009,2011-11-01,1940.7445
34055,CI005010,2011-11-01,4210.1367
34056,CI005011,2011-11-01,3710.0269
34057,CI005012,2011-11-01,4191.0381
34058,CI005013,2011-11-01,3506.707
34059,CI005014,2011-11-01,4013.897
34060,CI005015,2011-11-01,2727.0857
34061,CI005016,2011-11-01,3475.6108
34062,CI005017,2011-11-01,2732.374
34063,CI005018,2011-11-01,4455.9219
34064,CI005019,2011-11-01,7004.8721
34065,CI005020,2011-11-01,3244.4568
34066,CI005021,2011-11-01,3138.5103
34067,CI005022,2011-11-01,4485.7544
34068,CI005023,2011-11-01,3165.0356
34069,CI005024,2011-11-01,1353.8751
34070,CI005025,2011-11-01,2330.2913
34071,CI005026,2011-11-01,2054.0303
34072,CI005027,2011-11-01,1986.6143
34073,CI005028,2011-11-01,2044.3876
34074,CI005029,2011-11-01,2373.1545
34075,CI005001,2011-11-02,2050.9402
34076,CI005002,2011-11-02,2899.3809
34077,CI005003,2011-11-02,5071.959
34078,CI005004,2011-11-02,1733.5469
34079,CI005005,2011-11-02,1619.9535
34080,CI005006,2011-11-02,3193.5544
34081,CI005007,2011-11-02,2312.3557
34082,CI005008,2011-11-02,4436.6372
34083,CI005009,2011-11-02,1974.2915
34084,CI005010,2011-11-02,4282.3037
34085,CI005011,2011-11-02,3776.7659
34086,CI005012,2011-11-02,4247.7114
34087,CI005013,2011-11-02,3546.7268
34088,CI005014,2011-11-02,4072.647
34089,CI005015,2011-11-02,2806.2087
34090,CI005016,2011-11-02,3535.0015
34091,CI005017,2011-11-02,2769.5425
34092,CI005018,2011-11-02,4555.1411
34093,CI005019,2011-11-02,7103.6724
34094,CI005020,2011-11-02,3285.2021
34095,CI005021,2011-11-02,3193.5117
34096,CI005022,2011-11-02,4585.9854
34097,CI005023,2011-11-02,3217.5955
34098,CI005024,2011-11-02,1368.5232
34099,CI005025,2011-11-02,2394.0217
34100,CI005026,2011-11-02,2129.1541
34101,CI005027,2011-11-02,2082.6685
34102,CI005028,2011-11-02,2186.3269
34103,CI005029,2011-11-02,2397.1873
34104,CI005001,2011-11-03,2056.9856
34105,CI005002,2011-11-03,2907.3491
34106,CI005003,2011-11-03,5141.7036
34107,CI005004,2011-11-03,1721.882
34108,CI005005,2011-11-03,1637.2861
34109,CI005006,2011-11-03,3214.4736
34110,CI005007,2011-11-03,2316.9207
34111,CI005008,2011-11-03,4467.1196
34112,CI005009,2011-11-03,1983.3418
34113,CI005010,2011-11-03,4297.5991
34114,CI005011,2011-11-03,3827.0
34115,CI005012,2011-11-03,4271.0493
34116,CI005013,2011-11-03,3563.7366
34117,CI005014,2011-11-03,4092.0239
34118,CI005015,2011-11-03,2793.5444
34119,CI005016,2011-11-03,3583.2664
34120,CI005017,2011-11-03,2768.8594
34121,CI005018,2011-11-03,4590.7715
34122,CI005019,2011-11-03,7094.3848
34123,CI005020,2011-11-03,3324.8203
34124,CI005021,2011-11-03,3158.9028
34125,CI005022,2011-11-03,4577.8843
34126,CI005023,2011-11-03,3207.6177
34127,CI005024,2011-11-03,1378.3097
34128,CI005025,2011-11-03,2415.5693
34129,CI005026,2011-11-03,2134.2256
34130,CI005027,2011-11-03,2097.6265
34131,CI005028,2011-11-03,2143.1692
34132,CI005029,2011-11-03,2414.5234
34133,CI005001,2011-11-04,2081.4351
34134,CI005002,2011-11-04,2928.4197
34135,CI005003,2011-11-04,5244.3247
34136,CI005004,2011-11-04,1733.1444
34137,CI005005,2011-11-04,1647.4532
34138,CI005006,2011-11-04,3235.4751
34139,CI005007,2011-11-04,2339.4895
34140,CI005008,2011-11-04,4484.8662
34141,CI005009,2011-11-04,1993.0011
34142,CI005010,2011-11-04,4334.0332
34143,CI005011,2011-11-04,3874.083
34144,CI005012,2011-11-04,4335.8032
34145,CI005013,2011-11-04,3579.6104
34146,CI005014,2011-11-04,4135.7861
34147,CI005015,2011-11-04,2813.8047
34148,CI005016,2011-11-04,3601.3137
34149,CI005017,2011-11-04,2787.5071
34150,CI005018,2011-11-04,4600.2173
34151,CI005019,2011-11-04,7111.8706
34152,CI005020,2011-11-04,3375.8516
34153,CI005021,2011-11-04,3175.2925
34154,CI005022,2011-11-04,4596.3882
34155,CI005023,2011-11-04,3241.354
34156,CI005024,2011-11-04,1383.9871
34157,CI005025,2011-11-04,2423.2725
34158,CI005026,2011-11-04,2154.3193
34159,CI005027,2011-11-04,2097.5422
34160,CI005028,2011-11-04,2126.5244
34161,CI005029,2011-11-04,2433.1755
34162,CI005001,2011-11-07,2075.7942
34163,CI005002,2011-11-07,2932.4641
34164,CI005003,2011-11-07,5207.4136
34165,CI005004,2011-11-07,1728.3712
34166,CI005005,2011-11-07,1660.2289
34167,CI005006,2011-11-07,3242.522
34168,CI005007,2011-11-07,2307.7976
34169,CI005008,2011-11-07,4407.6108
34170,CI005009,2011-11-07,2004.8516
34171,CI005010,2011-11-07,4293.0918
34172,CI005011,2011-11-07,3838.2324
34173,CI005012,2011-11-07,4373.3218
34174,CI005013,2011-11-07,3534.3704
34175,CI005014,2011-11-07,4115.2993
34176,CI005015,2011-11-07,2776.2043
34177,CI005016,2011-11-07,3577.3872
34178,CI005017,2011-11-07,2795.6497
34179,CI005018,2011-11-07,4593.9546
34180,CI005019,2011-11-07,7087.0869
34181,CI005020,2011-11-07,3368.8984
34182,CI005021,2011-11-07,3131.2097
34183,CI005022,2011-11-07,4507.1528
34184,CI005023,2011-11-07,3202.3887
34185,CI005024,2011-11-07,1375.5177
34186,CI005025,2011-11-07,2409.5237
34187,CI005026,2011-11-07,2148.7888
34188,CI005027,2011-11-07,2081.6824
34189,CI005028,2011-11-07,2136.3372
34190,CI005029,2011-11-07,2414.1787
34191,CI005001,2011-11-08,2084.6941
34192,CI005002,2011-11-08,2959.3657
34193,CI005003,2011-11-08,5176.9111
34194,CI005004,2011-11-08,1732.4579
34195,CI005005,2011-11-08,1636.2959
34196,CI005006,2011-11-08,3219.8833
34197,CI005007,2011-11-08,2288.7209
34198,CI005008,2011-11-08,4341.2803
34199,CI005009,2011-11-08,1984.4399
34200,CI005010,2011-11-08,4230.5444
34201,CI005011,2011-11-08,3800.2693
34202,CI005012,2011-11-08,4299.9478
34203,CI005013,2011-11-08,3505.6433
34204,CI005014,2011-11-08,4063.9795
34205,CI005015,2011-11-08,2733.0083
34206,CI005016,2011-11-08,3547.9402
34207,CI005017,2011-11-08,2770.1865
34208,CI005018,2011-11-08,4536.6929
34209,CI005019,2011-11-08,7053.4204
34210,CI005020,2011-11-08,3317.0466
34211,CI005021,2011-11-08,3140.1255
34212,CI005022,2011-11-08,4497.7354
34213,CI005023,2011-11-08,3171.9951
34214,CI005024,2011-11-08,1370.7506
34215,CI005025,2011-11-08,2376.7747
34216,CI005026,2011-11-08,2110.7576
34217,CI005027,2011-11-08,2053.0007
34218,CI005028,2011-11-08,2089.9893
34219,CI005029,2011-11-08,2386.2292
34220,CI005001,2011-11-09,2104.811
34221,CI005002,2011-11-09,2979.2185
34222,CI005003,2011-11-09,5234.4507
34223,CI005004,2011-11-09,1744.0176
34224,CI005005,2011-11-09,1643.7053
34225,CI005006,2011-11-09,3253.1348
34226,CI005007,2011-11-09,2309.1936
34227,CI005008,2011-11-09,4401.2988
34228,CI005009,2011-11-09,2011.5417
34229,CI005010,2011-11-09,4296.8447
34230,CI005011,2011-11-09,3870.1902
34231,CI005012,2011-11-09,4389.7358
34232,CI005013,2011-11-09,3552.9949
34233,CI005014,2011-11-09,4097.7144
34234,CI005015,2011-11-09,2783.7002
34235,CI005016,2011-11-09,3571.8923
34236,CI005017,2011-11-09,2800.313
34237,CI005018,2011-11-09,4601.1655
34238,CI005019,2011-11-09,7142.4893
34239,CI005020,2011-11-09,3367.6001
34240,CI005021,2011-11-09,3162.5225
34241,CI005022,2011-11-09,4561.8857
34242,CI005023,2011-11-09,3201.8899
34243,CI005024,2011-11-09,1379.142
34244,CI005025,2011-11-09,2429.0906
34245,CI005026,2011-11-09,2131.7234
34246,CI005027,2011-11-09,2103.6011
34247,CI005028,2011-11-09,2200.9895
34248,CI005029,2011-11-09,2422.5747
34249,CI005001,2011-11-10,2065.5005
34250,CI005002,2011-11-10,2923.3279
34251,CI005003,2011-11-10,5091.3833
34252,CI005004,2011-11-10,1732.7053
34253,CI005005,2011-11-10,1636.5435
34254,CI005006,2011-11-10,3201.2456
34255,CI005007,2011-11-10,2257.5903
34256,CI005008,2011-11-10,4295.2871
34257,CI005009,2011-11-10,1970.3881
34258,CI005010,2011-11-10,4232.0342
34259,CI005011,2011-11-10,3839.7703
34260,CI005012,2011-11-10,4402.6387
34261,CI005013,2011-11-10,3489.8535
34262,CI005014,2011-11-10,4032.9004
34263,CI005015,2011-11-10,2766.1377
34264,CI005016,2011-11-10,3500.9937
34265,CI005017,2011-11-10,2758.6958
34266,CI005018,2011-11-10,4581.7305
34267,CI005019,2011-11-10,7077.1982
34268,CI005020,2011-11-10,3332.1387
34269,CI005021,2011-11-10,3098.8494
34270,CI005022,2011-11-10,4429.2407
34271,CI005023,2011-11-10,3133.7578
34272,CI005024,2011-11-10,1354.6758
34273,CI005025,2011-11-10,2402.5081
34274,CI005026,2011-11-10,2114.6182
34275,CI005027,2011-11-10,2089.1782
34276,CI005028,2011-11-10,2116.1431
34277,CI005029,2011-11-10,2401.1523
34278,CI005001,2011-11-11,2069.9692
34279,CI005002,2011-11-11,2923.6841
34280,CI005003,2011-11-11,5107.0781
34281,CI005004,2011-11-11,1728.7197
34282,CI005005,2011-11-11,1625.7505
34283,CI005006,2011-11-11,3194.3267
34284,CI005007,2011-11-11,2252.9246
34285,CI005008,2011-11-11,4290.6313
34286,CI005009,2011-11-11,1973.4562
34287,CI005010,2011-11-11,4208.4014
34288,CI005011,2011-11-11,3810.1609
34289,CI005012,2011-11-11,4409.3291
34290,CI005013,2011-11-11,3484.8767
34291,CI005014,2011-11-11,4041.5325
34292,CI005015,2011-11-11,2770.0623
34293,CI005016,2011-11-11,3481.45
34294,CI005017,2011-11-11,2767.9167
34295,CI005018,2011-11-11,4581.6626
34296,CI005019,2011-11-11,7059.2407
34297,CI005020,2011-11-11,3329.4946
34298,CI005021,2011-11-11,3098.6772
34299,CI005022,2011-11-11,4410.0688
34300,CI005023,2011-11-11,3149.1653
34301,CI005024,2011-11-11,1355.1405
34302,CI005025,2011-11-11,2403.2859
34303,CI005026,2011-11-11,2112.7537
34304,CI005027,2011-11-11,2078.0554
34305,CI005028,2011-11-11,2140.7664
34306,CI005029,2011-11-11,2414.251
34307,CI005001,2011-11-14,2104.9321
34308,CI005002,2011-11-14,3023.7124
34309,CI005003,2011-11-14,5237.3369
34310,CI005004,2011-11-14,1772.7363
34311,CI005005,2011-11-14,1646.0492
34312,CI005006,2011-11-14,3281.6975
34313,CI005007,2011-11-14,2296.907
34314,CI005008,2011-11-14,4389.646
34315,CI005009,2011-11-14,2021.1367
34316,CI005010,2011-11-14,4297.1846
34317,CI005011,2011-11-14,3906.0674
34318,CI005012,2011-11-14,4534.2646
34319,CI005013,2011-11-14,3578.2944
34320,CI005014,2011-11-14,4122.2754
34321,CI005015,2011-11-14,2830.8943
34322,CI005016,2011-11-14,3563.686
34323,CI005017,2011-11-14,2826.2446
34324,CI005018,2011-11-14,4682.1772
34325,CI005019,2011-11-14,7172.875
34326,CI005020,2011-11-14,3404.4407
34327,CI005021,2011-11-14,3140.0381
34328,CI005022,2011-11-14,4518.4214
34329,CI005023,2011-11-14,3219.8811
34330,CI005024,2011-11-14,1380.6364
34331,CI005025,2011-11-14,2463.3232
34332,CI005026,2011-11-14,2166.4705
34333,CI005027,2011-11-14,2129.7188
34334,CI005028,2011-11-14,2186.8452
34335,CI005029,2011-11-14,2467.1809
34336,CI005001,2011-11-15,2112.5913
34337,CI005002,2011-11-15,3031.6448
34338,CI005003,2011-11-15,5257.1665
34339,CI005004,2011-11-15,1805.1422
34340,CI005005,2011-11-15,1655.1456
34341,CI005006,2011-11-15,3288.6165
34342,CI005007,2011-11-15,2306.0583
34343,CI005008,2011-11-15,4390.7227
34344,CI005009,2011-11-15,2030.9697
34345,CI005010,2011-11-15,4326.4004
34346,CI005011,2011-11-15,3936.4888
34347,CI005012,2011-11-15,4528.6123
34348,CI005013,2011-11-15,3587.3208
34349,CI005014,2011-11-15,4134.3154
34350,CI005015,2011-11-15,2838.104
34351,CI005016,2011-11-15,3532.844
34352,CI005017,2011-11-15,2848.9653
34353,CI005018,2011-11-15,4710.9302
34354,CI005019,2011-11-15,7119.584
34355,CI005020,2011-11-15,3441.6643
34356,CI005021,2011-11-15,3114.3728
34357,CI005022,2011-11-15,4476.8403
34358,CI005023,2011-11-15,3223.9163
34359,CI005024,2011-11-15,1385.7567
34360,CI005025,2011-11-15,2479.0845
34361,CI005026,2011-11-15,2188.0254
34362,CI005027,2011-11-15,2148.8047
34363,CI005028,2011-11-15,2212.2898
34364,CI005029,2011-11-15,2491.3513
34365,CI005001,2011-11-16,2045.84
34366,CI005002,2011-11-16,2931.2319
34367,CI005003,2011-11-16,5091.3193
34368,CI005004,2011-11-16,1752.2632
34369,CI005005,2011-11-16,1610.4515
34370,CI005006,2011-11-16,3214.0667
34371,CI005007,2011-11-16,2250.8782
34372,CI005008,2011-11-16,4255.3462
34373,CI005009,2011-11-16,1983.0096
34374,CI005010,2011-11-16,4206.0347
34375,CI005011,2011-11-16,3839.9214
34376,CI005012,2011-11-16,4438.0166
34377,CI005013,2011-11-16,3494.6794
34378,CI005014,2011-11-16,4024.9741
34379,CI005015,2011-11-16,2752.9373
34380,CI005016,2011-11-16,3459.7168
34381,CI005017,2011-11-16,2780.3801
34382,CI005018,2011-11-16,4601.1523
34383,CI005019,2011-11-16,6997.1035
34384,CI005020,2011-11-16,3354.6748
34385,CI005021,2011-11-16,3040.3657
34386,CI005022,2011-11-16,4307.4233
34387,CI005023,2011-11-16,3142.6167
34388,CI005024,2011-11-16,1348.9565
34389,CI005025,2011-11-16,2433.2078
34390,CI005026,2011-11-16,2142.4006
34391,CI005027,2011-11-16,2099.2729
34392,CI005028,2011-11-16,2149.6855
34393,CI005029,2011-11-16,2442.4719
34394,CI005001,2011-11-17,2048.7388
34395,CI005002,2011-11-17,2930.1802
34396,CI005003,2011-11-17,5066.6099
34397,CI005004,2011-11-17,1762.7682
34398,CI005005,2011-11-17,1611.797
34399,CI005006,2011-11-17,3208.8242
34400,CI005007,2011-11-17,2242.9846
34401,CI005008,2011-11-17,4234.5186
34402,CI005009,2011-11-17,1976.6659
34403,CI005010,2011-11-17,4207.5815
34404,CI005011,2011-11-17,3826.5508
34405,CI005012,2011-11-17,4493.1685
34406,CI005013,2011-11-17,3491.3398
34407,CI005014,2011-11-17,4009.1125
34408,CI005015,2011-11-17,2759.1196
34409,CI005016,2011-11-17,3448.8706
34410,CI005017,2011-11-17,2783.8577
34411,CI005018,2011-11-17,4609.6387
34412,CI005019,2011-11-17,7020.374
34413,CI005020,2011-11-17,3350.5842
34414,CI005021,2011-11-17,3032.8484
34415,CI005022,2011-11-17,4265.5386
34416,CI005023,2011-11-17,3142.7593
34417,CI005024,2011-11-17,1338.4619
34418,CI005025,2011-11-17,2434.1755
34419,CI005026,2011-11-17,2143.365
34420,CI005027,2011-11-17,2102.9692
34421,CI005028,2011-11-17,2140.1912
34422,CI005029,2011-11-17,2442.3906
34423,CI005001,2011-11-18,2005.0005
34424,CI005002,2011-11-18,2835.1704
34425,CI005003,2011-11-18,4892.8096
34426,CI005004,2011-11-18,1709.2408
34427,CI005005,2011-11-18,1569.1079
34428,CI005006,2011-11-18,3126.832
34429,CI005007,2011-11-18,2184.6921
34430,CI005008,2011-11-18,4108.3857
34431,CI005009,2011-11-18,1923.6045
34432,CI005010,2011-11-18,4102.6216
34433,CI005011,2011-11-18,3703.2134
34434,CI005012,2011-11-18,4400.0005
34435,CI005013,2011-11-18,3408.5334
34436,CI005014,2011-11-18,3924.5508
34437,CI005015,2011-11-18,2680.1855
34438,CI005016,2011-11-18,3356.9072
34439,CI005017,2011-11-18,2709.9561
34440,CI005018,2011-11-18,4499.0127
34441,CI005019,2011-11-18,6913.2651
34442,CI005020,2011-11-18,3260.9629
34443,CI005021,2011-11-18,3008.6606
34444,CI005022,2011-11-18,4198.3198
34445,CI005023,2011-11-18,3049.3567
34446,CI005024,2011-11-18,1315.0164
34447,CI005025,2011-11-18,2348.0132
34448,CI005026,2011-11-18,2096.8931
34449,CI005027,2011-11-18,2023.7484
34450,CI005028,2011-11-18,2061.0051
34451,CI005029,2011-11-18,2368.9832
34452,CI005001,2011-11-21,2018.7266
34453,CI005002,2011-11-21,2807.8569
34454,CI005003,2011-11-21,4911.8774
34455,CI005004,2011-11-21,1702.3519
34456,CI005005,2011-11-21,1566.4482
34457,CI005006,2011-11-21,3135.6619
34458,CI005007,2011-11-21,2191.4224
34459,CI005008,2011-11-21,4113.356
34460,CI005009,2011-11-21,1930.1895
34461,CI005010,2011-11-21,4112.7173
34462,CI005011,2011-11-21,3706.2051
34463,CI005012,2011-11-21,4327.4272
34464,CI005013,2011-11-21,3429.2073
34465,CI005014,2011-11-21,3922.417
34466,CI005015,2011-11-21,2685.6289
34467,CI005016,2011-11-21,3308.7351
34468,CI005017,2011-11-21,2715.2502
34469,CI005018,2011-11-21,4496.6426
34470,CI005019,2011-11-21,6945.9072
34471,CI005020,2011-11-21,3266.4182
34472,CI005021,2011-11-21,3001.2949
34473,CI005022,2011-11-21,4225.1353
34474,CI005023,2011-11-21,3057.9893
34475,CI005024,2011-11-21,1315.9053
34476,CI005025,2011-11-21,2341.698
34477,CI005026,2011-11-21,2104.3113
34478,CI005027,2011-11-21,2020.4968
34479,CI005028,2011-11-21,2072.1521
34480,CI005029,2011-11-21,2368.0618
34481,CI005001,2011-11-22,2020.3964
34482,CI005002,2011-11-22,2788.2874
34483,CI005003,2011-11-22,4892.979
34484,CI005004,2011-11-22,1719.8641
34485,CI005005,2011-11-22,1553.5068
34486,CI005006,2011-11-22,3117.0042
34487,CI005007,2011-11-22,2182.8943
34488,CI005008,2011-11-22,4098.1221
34489,CI005009,2011-11-22,1928.6069
34490,CI005010,2011-11-22,4092.4009
34491,CI005011,2011-11-22,3714.6694
34492,CI005012,2011-11-22,4273.9141
34493,CI005013,2011-11-22,3408.1563
34494,CI005014,2011-11-22,3901.4683
34495,CI005015,2011-11-22,2707.9839
34496,CI005016,2011-11-22,3301.2783
34497,CI005017,2011-11-22,2718.0652
34498,CI005018,2011-11-22,4478.5581
34499,CI005019,2011-11-22,7074.7524
34500,CI005020,2011-11-22,3286.5625
34501,CI005021,2011-11-22,3012.0603
34502,CI005022,2011-11-22,4223.0508
34503,CI005023,2011-11-22,3050.9172
34504,CI005024,2011-11-22,1308.5823
34505,CI005025,2011-11-22,2332.9575
34506,CI005026,2011-11-22,2108.384
34507,CI005027,2011-11-22,2025.1482
34508,CI005028,2011-11-22,2079.4319
34509,CI005029,2011-11-22,2370.7334
34510,CI005001,2011-11-23,2004.2808
34511,CI005002,2011-11-23,2740.3159
34512,CI005003,2011-11-23,4839.8447
34513,CI005004,2011-11-23,1722.0642
34514,CI005005,2011-11-23,1540.6072
34515,CI005006,2011-11-23,3094.8799
34516,CI005007,2011-11-23,2162.0293
34517,CI005008,2011-11-23,4042.866
34518,CI005009,2011-11-23,1924.0995
34519,CI005010,2011-11-23,4065.6616
34520,CI005011,2011-11-23,3719.9946
34521,CI005012,2011-11-23,4260.6177
34522,CI005013,2011-11-23,3370.844
34523,CI005014,2011-11-23,3868.385
34524,CI005015,2011-11-23,2704.5293
34525,CI005016,2011-11-23,3284.676
34526,CI005017,2011-11-23,2706.0386
34527,CI005018,2011-11-23,4464.5747
34528,CI005019,2011-11-23,7142.6372
34529,CI005020,2011-11-23,3285.2222
34530,CI005021,2011-11-23,2987.4167
34531,CI005022,2011-11-23,4115.7788
34532,CI005023,2011-11-23,3022.0217
34533,CI005024,2011-11-23,1301.0498
34534,CI005025,2011-11-23,2317.4229
34535,CI005026,2011-11-23,2099.51
34536,CI005027,2011-11-23,2017.8187
34537,CI005028,2011-11-23,2080.1091
34538,CI005029,2011-11-23,2349.6494
34539,CI005001,2011-11-24,2000.0461
34540,CI005002,2011-11-24,2733.4363
34541,CI005003,2011-11-24,4807.4004
34542,CI005004,2011-11-24,1714.6899
34543,CI005005,2011-11-24,1542.5575
34544,CI005006,2011-11-24,3081.605
34545,CI005007,2011-11-24,2155.4299
34546,CI005008,2011-11-24,4013.1514
34547,CI005009,2011-11-24,1916.7576
34548,CI005010,2011-11-24,4044.9895
34549,CI005011,2011-11-24,3714.0593
34550,CI005012,2011-11-24,4229.9106
34551,CI005013,2011-11-24,3358.5044
34552,CI005014,2011-11-24,3861.73
34553,CI005015,2011-11-24,2728.4761
34554,CI005016,2011-11-24,3286.9041
34555,CI005017,2011-11-24,2698.4436
34556,CI005018,2011-11-24,4502.6016
34557,CI005019,2011-11-24,7181.9209
34558,CI005020,2011-11-24,3282.1316
34559,CI005021,2011-11-24,3002.688
34560,CI005022,2011-11-24,4122.644
34561,CI005023,2011-11-24,3050.4165
34562,CI005024,2011-11-24,1298.0884
34563,CI005025,2011-11-24,2316.1631
34564,CI005026,2011-11-24,2098.7769
34565,CI005027,2011-11-24,2031.8842
34566,CI005028,2011-11-24,2080.0981
34567,CI005029,2011-11-24,2347.9392
34568,CI005001,2011-11-25,1991.4493
34569,CI005002,2011-11-25,2713.1802
34570,CI005003,2011-11-25,4799.7896
34571,CI005004,2011-11-25,1702.9341
34572,CI005005,2011-11-25,1528.4694
34573,CI005006,2011-11-25,3058.3335
34574,CI005007,2011-11-25,2144.0005
34575,CI005008,2011-11-25,3993.8662
34576,CI005009,2011-11-25,1919.5603
34577,CI005010,2011-11-25,3995.8599
34578,CI005011,2011-11-25,3682.9087
34579,CI005012,2011-11-25,4180.1885
34580,CI005013,2011-11-25,3321.9846
34581,CI005014,2011-11-25,3837.584
34582,CI005015,2011-11-25,2695.479
34583,CI005016,2011-11-25,3267.7256
34584,CI005017,2011-11-25,2686.6453
34585,CI005018,2011-11-25,4473.8223
34586,CI005019,2011-11-25,7246.3794
34587,CI005020,2011-11-25,3255.032
34588,CI005021,2011-11-25,2979.8005
34589,CI005022,2011-11-25,4071.5291
34590,CI005023,2011-11-25,3009.8921
34591,CI005024,2011-11-25,1292.2231
34592,CI005025,2011-11-25,2294.5129
34593,CI005026,2011-11-25,2078.4468
34594,CI005027,2011-11-25,2006.7064
34595,CI005028,2011-11-25,2090.606
34596,CI005029,2011-11-25,2323.8625
34597,CI005001,2011-11-28,1996.7491
34598,CI005002,2011-11-28,2726.4124
34599,CI005003,2011-11-28,4822.9614
34600,CI005004,2011-11-28,1709.7208
34601,CI005005,2011-11-28,1522.697
34602,CI005006,2011-11-28,3055.9043
34603,CI005007,2011-11-28,2144.5759
34604,CI005008,2011-11-28,3985.3831
34605,CI005009,2011-11-28,1911.762
34606,CI005010,2011-11-28,3963.7375
34607,CI005011,2011-11-28,3695.3044
34608,CI005012,2011-11-28,4174.2344
34609,CI005013,2011-11-28,3332.73
34610,CI005014,2011-11-28,3823.4097
34611,CI005015,2011-11-28,2701.7371
34612,CI005016,2011-11-28,3252.2368
34613,CI005017,2011-11-28,2683.3735
34614,CI005018,2011-11-28,4509.9873
34615,CI005019,2011-11-28,7294.3936
34616,CI005020,2011-11-28,3307.8914
34617,CI005021,2011-11-28,2980.042
34618,CI005022,2011-11-28,4091.6133
34619,CI005023,2011-11-28,2999.2964
34620,CI005024,2011-11-28,1291.8682
34621,CI005025,2011-11-28,2292.9412
34622,CI005026,2011-11-28,2055.2141
34623,CI005027,2011-11-28,1999.5837
34624,CI005028,2011-11-28,2084.1951
34625,CI005029,2011-11-28,2308.7388
34626,CI005001,2011-11-29,2021.6613
34627,CI005002,2011-11-29,2786.9597
34628,CI005003,2011-11-29,4912.6724
34629,CI005004,2011-11-29,1729.7435
34630,CI005005,2011-11-29,1539.5719
34631,CI005006,2011-11-29,3118.1956
34632,CI005007,2011-11-29,2174.2554
34633,CI005008,2011-11-29,4050.0278
34634,CI005009,2011-11-29,1935.5714
34635,CI005010,2011-11-29,4043.4248
34636,CI005011,2011-11-29,3749.8665
34637,CI005012,2011-11-29,4299.7056
34638,CI005013,2011-11-29,3390.7832
34639,CI005014,2011-11-29,3872.3518
34640,CI005015,2011-11-29,2751.0557
34641,CI005016,2011-11-29,3291.6245
34642,CI005017,2011-11-29,2714.3318
34643,CI005018,2011-11-29,4578.8975
34644,CI005019,2011-11-29,7294.6392
34645,CI005020,2011-11-29,3362.7751
34646,CI005021,2011-11-29,3012.5588
34647,CI005022,2011-11-29,4151.1235
34648,CI005023,2011-11-29,3054.0642
34649,CI005024,2011-11-29,1309.5311
34650,CI005025,2011-11-29,2333.0671
34651,CI005026,2011-11-29,2080.1667
34652,CI005027,2011-11-29,2026.4424
34653,CI005028,2011-11-29,2099.0193
34654,CI005029,2011-11-29,2357.6448
34655,CI005001,2011-11-30,1946.7214
34656,CI005002,2011-11-30,2677.9348
